index,Unnamed: 0,age,num_children,gender,reported_height,reported_weight,reported_pants_size_waist,reported_pants_size_inseam,bra_size_chest,bra_size_cup,age_range,shoe_size_us,ankle_circum,spine_to_scye_len,spine_to_elbow_len,arm_len_spine_wrist,arm_len_shoulder_wrist,arm_len_shoulder_elbow,scye_circum,chest_circum,chest_circum_below_bust,chest_circum_scye,jean_inseam,hand_len,hip_circum,hip_height,neck_circum_base,bideltoid_breadth,height,thigh_circum_proximal,u_crotch,waist_circum_preferred,waist_height_preferred,weight,biacromial_breadth,bicristal_breadth,bust_to_bust,cervical_height,chest_height,interscye_dist,acromion_height,acromion_radial_len,ankle_height_inside,ankle_height_outside,axilla_height,elbow_height,knee_height,radial_stylion_len,sleeve_inseam,sleeve_outseam,acromion_radial_stylion_len,shoulder_len,dataset
662,1404.0,38.0,2.0,male,72.0,180.0,36.0,30.0,,,36-45,10.0,10.24,8.19,20.98,32.68,24.49,12.8,17.09,41.42,,42.05,31.57,7.99,39.72,34.41,18.35,19.02,69.65,22.48,24.96,35.39,40.83,175.5,16.68,12.9,9.34,60.08,50.94,16.8,57.325,12.86,3.66,2.95,51.81,45.04,19.41,10.335,17.495,22.755,23.195,8.19,caesar
663,14040.0,29.0,0.0,male,74.8,167.55,34.0,34.0,,,26-35,9.0,10.12,8.66,23.62,35.71,27.05,14.96,17.28,37.32,,37.76,34.29,8.03,38.46,35.12,18.35,18.43,73.23,20.98,27.64,33.23,42.4,167.11,16.34,11.93,7.8,62.41,52.76,17.21,59.015,13.255,3.5,2.775,54.47,46.1,20.14,11.18,19.505,24.22,24.435,8.66,caesar
664,14041.0,48.0,2.0,male,70.87,198.42,,,,,46-55,9.0,10.35,9.65,23.7,35.31,25.67,14.06,19.49,50.91,,49.37,31.02,8.27,44.84,34.41,20.39,21.93,70.67,24.61,23.9,41.14,37.56,238.1,17.96,15.76,10.61,60.96,50.74,18.56,57.725,13.605,2.955,2.1,52.03,44.565,18.955,10.5,17.91,23.96,24.105,9.64,caesar
665,14042.0,50.0,1.0,male,70.28,191.8,36.0,,,,46-55,10.0,10.24,8.35,23.62,34.37,26.02,15.28,19.13,46.69,,45.24,35.0,8.07,40.75,35.24,19.49,18.58,69.76,22.32,23.27,39.72,40.75,204.15,15.76,15.22,10.29,60.0,50.9,17.67,58.24,14.675,3.43,3.05,52.08,44.495,20.36,10.105,17.81,24.675,24.78,8.35,caesar
666,14043.0,36.0,1.0,male,79.53,216.05,34.0,36.0,,,36-45,13.0,11.38,7.99,24.29,35.71,27.72,16.3,18.78,39.09,,41.34,,8.23,41.14,38.94,19.25,19.25,71.18,22.83,26.65,36.46,46.38,205.91,,,,,,,,,,,,,,,,,,7.99,caesar
667,14044.0,50.0,3.0,male,75.59,251.33,42.0,40.0,,,46-55,13.0,11.38,8.74,23.03,34.65,25.91,14.29,19.29,43.9,,43.03,35.31,8.58,47.6,36.73,20.24,18.78,74.96,28.82,30.98,45.28,47.05,257.94,17.53,15.28,10.19,64.32,53.09,17.36,60.625,13.6,3.355,2.605,56.0,47.82,21.135,10.105,18.55,23.395,23.705,8.74,caesar
668,14045.0,37.0,0.0,male,73.23,185.19,34.0,36.0,,,36-45,10.0,11.73,9.29,23.07,34.65,25.35,13.78,17.95,41.06,,41.89,33.74,7.95,39.76,34.33,20.24,19.02,72.24,24.76,25.0,37.05,42.28,189.82,16.95,13.3,9.62,61.55,52.18,17.24,58.48,12.795,3.925,2.965,53.715,46.12,19.66,10.7,18.185,22.765,23.495,9.3,caesar
669,14047.0,27.0,2.0,female,72.05,188.5,36.0,36.0,,,26-35,,11.06,7.6,21.89,33.98,26.38,14.29,18.94,44.21,35.24,40.63,35.0,7.99,44.33,31.85,19.49,18.27,71.34,25.55,28.07,34.69,45.2,193.57,15.07,12.87,10.8,60.53,50.52,16.07,59.055,13.32,3.61,2.945,53.925,46.045,20.365,10.23,17.425,23.235,23.55,7.6,caesar
670,1405.0,40.0,3.0,female,62.0,140.0,,,36.0,2.0,36-45,6.5,8.7,6.97,19.13,28.66,21.69,12.17,15.12,35.98,30.0,33.46,27.05,6.93,42.2,29.06,16.73,16.18,63.27,24.09,29.45,29.37,38.03,141.0,14.14,11.88,7.43,54.57,44.49,13.92,52.125,11.975,3.11,2.6,47.325,41.08,16.22,8.685,15.94,20.165,20.66,6.97,caesar
671,1406.0,59.0,,male,70.0,172.0,33.0,31.0,,,56-65,10.0,10.43,8.74,21.46,34.09,25.35,12.72,17.52,42.44,,43.11,31.34,7.64,38.74,35.43,18.39,19.06,68.86,23.39,26.69,32.05,40.91,177.0,16.94,12.88,9.62,59.53,48.98,16.45,56.18,13.275,3.19,2.835,50.475,43.525,19.33,10.615,17.9,23.4,23.89,8.74,caesar
672,1407.0,42.0,2.0,female,66.0,197.0,,,36.0,3.0,36-45,10.0,9.69,7.76,20.59,31.5,23.74,12.83,17.68,43.39,35.75,41.02,30.75,8.27,48.46,33.11,17.91,18.58,66.42,28.94,29.57,36.81,41.69,199.5,15.34,14.12,7.86,57.09,48.43,16.7,55.12,12.315,3.07,2.64,50.35,43.585,18.385,9.965,17.375,21.72,22.28,7.76,caesar
673,1408.0,57.0,2.0,male,70.0,185.0,34.0,31.0,,,56-65,9.5,10.31,8.74,21.38,33.31,24.57,12.64,19.49,43.74,,43.66,30.71,7.91,40.83,35.51,17.44,20.59,68.58,23.27,30.04,36.18,42.6,192.5,16.91,14.79,11.29,59.21,49.06,17.2,56.535,12.66,3.74,3.03,50.315,44.765,19.45,9.83,16.405,22.185,22.49,8.74,caesar
674,1409.0,52.0,3.0,female,65.0,155.0,,,36.0,4.0,46-55,8.0,9.65,7.56,20.47,31.42,23.86,12.91,15.91,59.13,32.91,37.83,29.72,7.2,40.94,31.54,16.3,18.11,64.8,24.13,26.18,33.5,39.8,161.0,14.64,12.54,9.07,55.75,46.14,15.35,53.505,12.555,3.19,2.56,48.345,41.89,17.72,9.415,16.54,21.39,21.97,7.56,caesar
675,1410.0,46.0,2.0,female,64.0,125.0,,,34.0,2.0,46-55,7.0,9.37,7.36,19.88,30.47,23.11,12.52,13.86,34.37,29.69,33.03,29.29,7.05,38.5,31.5,15.59,15.16,63.82,21.61,25.94,25.94,39.37,125.0,13.45,10.39,6.67,55.12,47.48,12.46,52.64,12.375,2.99,2.64,48.075,40.785,17.28,9.095,16.63,21.105,21.47,7.36,caesar
676,1411.0,65.0,5.0,male,69.0,180.0,36.0,30.0,,,56-65,9.5,11.02,7.91,20.98,33.15,25.24,13.07,17.72,43.54,,42.95,31.1,8.27,40.35,36.97,18.07,18.43,67.52,22.24,26.69,37.76,40.87,183.5,15.56,14.67,9.79,59.13,49.13,16.42,55.67,12.65,3.31,2.52,50.16,43.855,19.49,10.98,18.445,23.23,23.63,7.91,caesar
677,1412.0,29.0,1.0,male,77.0,190.0,38.0,36.0,,,26-35,11.5,10.75,8.7,22.76,35.94,27.24,14.06,16.42,40.63,,40.75,36.06,8.31,40.31,41.65,18.11,18.98,75.75,22.6,27.05,36.89,46.42,183.5,16.9,14.0,9.58,65.75,56.3,16.0,63.035,14.5,3.54,2.99,57.595,49.095,21.97,11.65,20.45,25.7,26.15,8.7,caesar
678,1413.0,51.0,3.0,female,60.0,180.0,,,42.0,5.0,46-55,5.5,9.49,7.56,19.53,29.09,21.54,11.97,18.7,46.06,38.15,40.79,25.08,6.77,47.52,32.05,19.17,19.53,59.65,26.06,26.1,40.75,35.04,186.0,14.41,14.18,8.74,51.26,42.44,15.69,49.645,11.06,3.03,2.52,44.095,39.41,15.75,8.435,13.905,19.35,19.495,7.55,caesar
679,1414.0,25.0,0.0,female,64.0,128.0,,,36.0,5.0,17-25,7.0,9.06,8.07,19.72,29.69,21.61,11.65,12.99,36.65,27.2,33.74,28.03,7.36,39.49,29.92,16.06,16.18,63.03,22.83,24.49,28.7,37.95,130.0,14.74,11.98,7.37,53.31,44.02,13.94,50.43,11.345,3.23,2.6,46.455,39.49,16.81,8.71,16.145,19.865,20.055,8.08,caesar
680,1415.0,44.0,2.0,female,66.0,138.0,,,36.0,2.0,36-45,7.0,8.94,7.17,19.96,30.31,23.15,12.8,15.04,37.4,32.13,35.35,29.25,6.93,39.8,31.97,15.31,16.85,64.57,23.78,27.05,31.14,40.2,139.0,13.88,12.18,7.33,55.59,46.77,13.98,53.74,12.72,3.07,2.6,48.78,41.575,17.715,9.505,16.975,21.54,22.225,7.16,caesar
681,1416.0,37.0,2.0,female,60.0,168.0,,,38.0,3.0,36-45,6.5,9.06,7.68,20.0,30.0,22.32,12.32,17.68,42.6,32.87,38.82,26.38,6.5,43.46,32.6,17.13,17.68,60.43,24.8,27.4,36.02,37.13,168.5,14.19,13.46,8.25,52.76,42.99,14.05,50.43,11.41,3.23,2.72,45.43,39.805,16.42,8.84,14.655,19.49,20.25,7.68,caesar
682,1417.0,35.0,3.0,female,63.75,120.0,,,34.0,2.0,26-35,6.0,8.82,7.76,20.55,30.39,22.64,12.8,13.86,33.54,28.9,33.23,29.65,6.85,38.58,30.35,16.14,16.26,64.09,21.57,21.46,28.31,37.83,123.0,14.77,11.48,7.54,55.04,45.98,13.1,52.44,12.025,2.99,2.64,48.19,40.945,17.045,9.09,16.725,20.52,21.115,7.75,caesar
683,1418.0,55.0,2.0,female,63.0,130.0,,,34.0,3.0,46-55,7.0,8.7,6.61,18.74,29.17,22.56,12.13,14.69,34.45,28.19,33.03,29.45,6.97,39.76,31.61,14.8,15.39,63.46,22.13,25.51,28.11,39.21,127.0,13.18,10.81,7.22,54.49,47.09,13.74,53.03,11.82,2.835,2.48,48.035,42.005,17.13,8.99,15.295,20.615,20.81,6.61,caesar
684,1419.0,46.0,3.0,female,64.5,125.0,,,34.0,1.0,46-55,10.0,9.8,7.8,19.25,29.72,21.93,11.46,14.13,33.66,29.69,34.17,29.17,7.13,38.46,30.2,15.04,16.34,64.41,22.2,27.24,27.56,39.8,128.5,15.16,10.73,6.32,55.12,47.95,13.95,52.56,11.22,3.27,2.68,48.425,42.05,17.09,8.83,16.07,19.695,20.05,7.79,caesar
685,142.0,46.0,3.0,male,70.0,165.0,32.0,32.0,,,46-55,11.5,10.59,8.9,21.18,33.58,24.69,12.28,16.02,37.44,,37.36,32.56,8.19,39.96,33.58,17.72,19.09,70.24,23.19,23.54,33.27,41.5,169.0,16.56,13.27,8.58,59.84,50.94,14.83,56.18,11.97,3.74,2.91,52.365,44.725,19.725,10.34,18.22,22.23,22.31,8.89,caesar
686,1420.0,37.0,2.0,female,66.0,160.0,,,36.0,2.0,36-45,8.5,9.25,7.44,20.63,31.69,24.25,13.19,14.76,37.24,31.14,35.2,30.43,7.32,43.03,37.64,15.71,16.46,66.1,24.21,31.1,31.14,41.93,157.5,14.0,13.15,7.73,57.24,48.11,12.46,55.04,12.615,3.03,2.44,50.275,43.07,18.07,9.98,17.595,21.785,22.595,7.44,caesar
687,1421.0,40.0,2.0,female,70.0,165.0,,,36.0,3.0,36-45,8.5,9.69,7.87,21.06,32.99,25.12,13.19,16.3,40.55,33.9,38.35,32.8,7.8,39.65,35.55,16.93,17.72,70.24,23.78,29.45,32.72,43.94,164.0,14.87,12.6,8.07,60.24,51.1,14.67,58.31,13.24,3.39,2.755,52.91,45.555,19.605,10.29,17.295,22.655,23.53,7.87,caesar
688,1422.0,38.0,2.0,female,62.0,142.0,,,36.0,5.0,36-45,7.5,8.82,7.56,19.61,30.0,22.44,12.05,14.92,39.61,30.87,35.83,28.19,6.69,40.87,35.12,16.06,16.57,62.28,23.98,28.66,31.22,39.09,144.0,14.37,11.93,7.9,53.39,43.94,15.29,51.14,11.33,3.19,2.675,46.335,40.785,17.17,8.96,15.765,19.97,20.29,7.56,caesar
689,1423.0,58.0,5.0,female,64.0,123.0,,,34.0,2.0,56-65,7.0,8.94,7.68,19.65,29.13,21.46,11.97,13.82,35.08,28.9,34.02,28.11,6.61,37.4,30.91,16.65,16.54,63.39,20.94,26.69,27.01,38.94,125.0,15.25,11.36,6.87,54.25,44.96,15.03,51.89,12.155,3.03,2.68,47.325,40.51,16.69,8.235,15.795,19.965,20.39,7.67,caesar
690,1424.0,31.0,0.0,female,72.0,146.0,,,36.0,1.0,26-35,11.0,9.76,7.56,21.89,33.31,25.75,14.33,14.09,32.6,27.95,32.09,35.04,7.64,40.12,36.3,16.22,15.59,71.89,22.13,25.04,29.61,45.08,143.0,14.38,11.04,7.1,62.36,54.17,12.7,60.195,13.825,3.465,2.91,55.55,46.85,20.55,10.22,19.12,23.48,24.045,7.56,caesar
691,1425.0,60.0,5.0,male,70.0,155.0,33.0,32.0,,,56-65,9.0,9.88,7.68,20.79,32.91,25.24,13.11,16.3,38.7,,39.96,32.64,7.76,39.53,35.24,16.22,17.95,69.53,21.81,24.65,32.56,41.57,152.5,15.94,13.62,8.59,59.84,50.47,14.97,57.01,13.305,3.15,2.52,52.05,44.845,20.12,10.06,17.845,23.1,23.365,7.67,caesar
692,1426.0,36.0,0.0,female,65.5,115.0,,,34.0,2.0,36-45,8.5,8.78,7.17,19.37,29.84,22.68,12.2,13.15,31.73,26.93,31.14,30.43,7.28,37.56,30.87,15.47,15.51,65.24,20.98,24.41,25.91,39.57,113.0,14.95,11.06,7.13,55.91,47.32,13.47,53.425,11.605,3.27,2.6,49.135,42.48,17.875,9.35,17.16,20.69,20.955,7.16,caesar
693,1427.0,31.0,2.0,female,68.0,126.0,,,38.0,1.0,26-35,7.5,8.86,7.52,20.39,30.83,23.31,12.87,13.66,34.88,29.96,33.15,30.63,6.57,40.28,33.27,16.14,16.5,67.6,21.81,28.27,27.95,41.77,128.5,15.44,11.56,6.01,57.8,48.5,14.83,55.04,12.505,3.35,2.87,50.515,43.305,18.39,9.395,17.69,21.355,21.9,7.52,caesar
694,1428.0,56.0,3.0,male,69.0,205.0,38.0,30.0,,,56-65,9.0,10.43,8.27,21.1,33.03,24.76,12.83,18.78,44.72,,46.65,30.39,7.99,42.48,37.48,19.06,20.2,68.35,23.66,30.24,40.51,40.94,207.5,16.73,14.8,10.31,59.21,50.0,17.11,56.735,12.645,3.225,2.835,50.985,44.92,18.66,10.07,16.32,22.31,22.715,8.27,caesar
695,1429.0,43.0,3.0,male,74.5,232.0,38.0,33.0,,,36-45,12.0,11.02,9.06,23.54,36.81,27.76,14.49,18.86,42.91,,43.94,34.72,8.7,42.2,38.35,19.21,20.16,74.37,25.04,23.94,37.76,43.62,222.5,17.62,14.85,9.63,64.57,54.8,17.51,61.535,14.64,3.78,3.27,55.59,47.755,21.535,10.985,19.895,25.715,25.625,9.05,caesar
696,143.0,29.0,0.0,female,62.0,115.0,,,34.0,1.0,26-35,6.5,9.06,7.44,18.7,28.43,20.98,11.26,12.72,33.11,28.35,32.09,28.31,6.54,36.97,29.33,15.55,15.98,61.89,21.1,22.48,27.64,36.42,113.0,14.4,11.62,6.2,52.68,44.41,13.91,49.92,10.32,2.83,2.48,46.93,40.47,16.06,8.645,16.215,18.81,18.965,7.45,caesar
697,1430.0,48.0,4.0,male,68.0,180.0,36.0,30.0,,,46-55,9.0,10.28,8.54,21.02,32.99,24.45,12.48,16.97,42.17,,42.09,30.79,7.8,41.57,34.33,17.64,18.7,67.68,23.23,26.89,35.47,39.65,180.0,16.32,13.68,9.33,58.35,48.35,16.85,55.785,12.9,3.5,2.68,50.235,43.465,18.9,10.21,16.925,22.6,23.11,8.54,caesar
698,1431.0,61.0,1.0,female,65.5,206.0,,,40.0,5.0,56-65,10.0,10.51,7.44,20.67,31.14,23.7,13.23,19.02,47.8,38.11,42.24,30.04,7.2,46.26,33.11,18.35,18.39,65.51,27.99,28.31,39.25,39.72,211.0,15.08,16.3,8.76,56.06,46.54,15.06,54.135,12.485,2.99,2.72,49.49,42.05,17.835,8.825,16.03,20.95,21.31,7.44,caesar
699,1432.0,20.0,1.0,female,64.0,135.0,,,36.0,3.0,17-25,10.0,9.25,7.4,19.72,30.12,22.72,12.32,14.65,35.75,29.76,33.98,29.88,7.44,38.27,32.13,16.38,16.3,63.39,21.97,23.78,30.75,38.46,129.5,15.01,12.63,6.89,54.25,45.75,13.7,51.89,11.77,2.755,2.48,47.28,40.625,17.6,9.01,16.06,20.275,20.78,7.4,caesar
700,1433.0,39.0,1.0,female,65.0,170.0,,,36.0,2.0,36-45,8.5,10.0,7.95,20.59,31.81,23.86,12.64,15.63,40.83,35.04,38.15,29.29,7.01,42.6,33.07,17.2,17.13,65.0,24.61,27.99,32.8,39.88,167.0,14.93,12.78,7.57,56.3,47.09,14.07,53.9,12.17,3.11,2.755,48.82,42.36,18.385,9.235,16.615,21.42,21.405,7.95,caesar
701,1434.0,56.0,3.0,female,67.0,123.0,,,36.0,3.0,56-65,7.5,8.82,7.76,19.37,29.53,21.77,11.61,13.62,36.54,28.98,34.13,30.12,7.24,37.6,31.42,16.38,15.75,66.69,19.65,26.81,31.1,40.35,122.0,14.52,10.46,8.02,57.17,47.17,14.18,53.82,11.78,3.465,2.755,49.175,43.07,17.835,8.925,15.885,20.355,20.705,7.76,caesar
702,1435.0,54.0,3.0,female,63.0,115.0,,,34.0,3.0,46-55,7.0,9.02,7.32,19.29,29.37,22.05,11.97,13.46,33.19,27.6,32.09,28.5,6.46,36.46,29.17,14.61,15.63,62.24,21.22,26.02,25.98,38.86,117.0,14.5,10.99,6.46,53.23,44.49,12.81,50.12,11.73,2.87,2.56,45.825,39.37,16.77,9.13,16.615,20.395,20.86,7.32,caesar
703,1436.0,37.0,0.0,female,62.0,110.0,,,32.0,1.0,36-45,7.5,8.78,7.28,18.86,29.37,22.09,11.57,13.19,31.93,27.2,30.08,28.66,6.97,36.14,32.05,14.41,14.92,62.44,21.06,24.96,25.24,38.27,111.0,13.24,10.21,6.3,53.15,44.88,11.75,51.18,11.54,3.265,2.755,47.09,40.12,17.05,9.175,16.695,20.445,20.715,7.28,caesar
704,1437.0,57.0,2.0,male,69.0,225.0,38.0,36.0,,,56-65,10.5,11.18,8.35,21.06,32.99,24.65,12.72,17.09,46.61,,44.06,31.5,7.83,44.65,34.65,17.95,19.76,67.48,27.87,26.06,40.63,39.02,222.0,16.42,15.52,10.62,59.13,48.58,17.43,56.145,12.6,3.58,3.11,50.075,44.295,19.605,10.41,16.565,22.48,23.01,8.34,caesar
705,1438.0,55.0,5.0,male,74.0,240.0,44.0,34.0,,,46-55,13.0,11.54,7.87,21.54,34.41,26.54,13.66,19.25,45.39,,43.74,33.9,8.58,46.65,37.52,19.29,19.45,72.87,27.91,31.5,44.09,44.69,245.0,15.98,16.28,10.84,64.09,52.99,17.07,62.09,14.125,3.7,3.15,55.47,48.94,21.26,11.18,18.145,24.675,25.305,7.87,caesar
706,1439.0,25.0,0.0,male,72.0,175.0,34.0,32.0,,,17-25,10.5,10.91,8.86,21.65,34.09,25.24,12.8,16.81,38.11,,40.35,32.48,8.27,39.53,34.25,18.86,18.62,71.89,22.72,25.75,32.68,41.93,176.5,16.47,12.85,8.37,60.94,52.28,15.33,58.11,12.905,3.58,2.755,53.19,45.865,19.53,10.775,18.805,23.23,23.68,8.85,caesar
707,144.0,27.0,0.0,male,70.0,165.0,32.0,32.0,,,26-35,10.5,10.24,8.94,21.69,33.11,24.17,12.76,19.37,37.91,,39.61,30.79,7.83,39.17,33.07,18.03,20.43,69.06,23.82,26.34,31.77,41.06,168.5,17.55,11.95,8.66,58.82,48.82,15.8,55.275,12.065,3.19,2.52,50.865,43.68,18.82,10.005,17.025,21.68,22.07,8.94,caesar
708,1440.0,44.0,0.0,male,75.0,285.0,,32.0,,,36-45,12.0,11.89,9.72,23.07,35.08,25.35,13.35,19.45,49.33,,49.49,31.93,8.5,51.69,38.78,20.79,22.4,73.78,26.54,29.57,50.71,42.01,280.5,18.94,17.38,10.58,63.86,52.99,18.63,60.51,13.64,3.425,2.95,55.28,47.95,20.55,10.26,18.425,23.43,23.9,9.73,caesar
709,1441.0,50.0,0.0,female,63.0,158.0,,,38.0,4.0,46-55,7.0,9.61,7.56,19.45,28.9,21.34,11.89,15.83,41.89,33.31,39.29,26.85,6.77,41.3,31.34,17.13,17.52,62.24,23.78,26.81,34.72,36.54,160.5,15.37,13.37,7.92,53.31,43.78,15.77,50.63,11.095,3.11,2.56,46.575,40.075,16.26,9.12,15.675,19.655,20.215,7.56,caesar
710,1442.0,42.0,2.0,female,69.75,235.0,,,42.0,5.0,36-45,10.0,10.28,8.15,22.24,33.31,25.16,14.09,20.08,49.21,40.28,45.94,31.22,7.72,48.19,39.09,18.54,20.24,69.65,26.34,31.02,42.48,43.54,233.5,16.2,14.3,8.93,60.47,50.63,18.28,58.43,13.765,3.66,2.95,52.835,45.395,19.41,9.85,17.495,23.2,23.615,8.15,caesar
711,1443.0,42.0,0.0,male,77.0,315.0,,36.0,,,36-45,12.0,11.61,9.72,23.7,37.13,27.4,13.98,23.35,52.48,,52.36,34.65,7.72,48.07,40.47,23.54,22.05,76.81,29.53,31.14,47.48,44.96,315.5,17.9,17.58,11.69,67.4,57.01,19.07,64.25,13.91,3.82,3.03,57.245,51.26,21.81,11.065,16.775,24.35,24.975,9.73,caesar
712,1444.0,36.0,2.0,male,70.0,250.0,,31.0,,,36-45,10.5,10.55,9.02,23.11,34.69,25.67,14.09,20.71,50.31,,46.77,31.89,7.52,55.28,37.99,19.8,21.3,69.72,31.46,33.27,48.98,42.76,281.0,17.48,18.12,12.78,61.65,50.71,15.69,58.19,13.82,3.385,2.91,52.595,44.685,20.0,10.575,18.12,23.905,24.395,9.02,caesar
713,1445.0,29.0,1.0,male,69.0,185.0,33.0,32.0,,,26-35,9.5,9.88,8.07,20.75,32.28,24.21,12.68,16.3,42.64,,41.5,30.16,7.72,39.45,33.31,19.02,18.54,67.17,23.35,27.17,35.67,40.31,178.0,16.11,13.22,9.24,58.43,47.87,16.48,55.155,12.075,3.385,2.95,50.155,43.465,18.74,9.805,16.87,21.875,21.88,8.07,caesar
714,1446.0,51.0,1.0,male,67.0,150.0,33.0,,,,46-55,9.0,10.12,7.64,20.0,31.81,24.17,12.36,15.51,38.58,,38.19,32.24,7.44,37.76,33.9,16.89,17.64,66.61,22.76,25.24,32.83,41.02,153.0,15.85,12.87,8.82,57.48,49.21,15.58,55.08,12.15,3.82,3.07,50.39,43.425,19.21,9.47,16.535,21.58,21.62,7.64,caesar
715,1447.0,45.0,1.0,male,70.5,185.0,34.0,30.0,,,36-45,11.0,10.59,8.7,21.38,33.39,24.69,12.68,16.57,42.05,,44.21,31.77,7.99,40.43,34.8,17.87,19.76,69.09,24.06,24.72,34.09,40.67,184.5,16.81,13.56,9.04,59.45,50.08,17.36,56.34,12.965,3.23,2.87,51.06,44.37,19.29,10.32,17.09,22.71,23.285,8.7,caesar
716,1448.0,26.0,0.0,female,67.0,135.0,,,34.0,2.0,26-35,7.5,9.53,7.72,20.35,31.02,23.31,12.64,14.76,35.55,30.08,34.49,31.81,7.28,38.94,33.07,15.55,17.2,65.94,22.24,23.15,28.27,40.39,136.5,15.03,11.24,7.28,56.54,48.43,14.55,54.255,12.535,3.27,2.64,49.255,42.125,19.055,9.515,17.205,21.405,22.05,7.71,caesar
717,1449.0,53.0,1.0,female,67.0,146.0,,,38.0,2.0,46-55,9.0,9.29,7.6,20.12,30.75,23.15,12.52,15.08,35.87,30.51,34.8,30.08,7.2,40.51,34.72,15.98,16.77,66.34,23.54,28.62,30.04,41.22,148.0,15.19,12.58,7.58,57.09,46.54,14.05,54.765,12.415,3.27,2.795,49.37,42.99,18.23,9.355,16.16,21.325,21.77,7.6,caesar
718,145.0,30.0,0.0,male,69.0,137.0,31.0,30.0,,,26-35,8.0,9.37,8.11,20.55,32.36,24.25,12.44,14.49,34.49,,35.39,31.57,7.36,37.6,35.51,16.97,17.36,68.5,20.75,22.83,29.92,40.43,136.0,14.98,11.71,8.25,59.45,49.69,15.04,55.79,12.485,3.35,2.68,51.77,44.25,19.02,10.125,18.685,22.45,22.61,8.11,caesar
719,1450.0,49.0,2.0,male,69.0,142.0,32.0,32.0,,,46-55,9.0,9.72,8.39,21.89,33.94,25.55,13.5,16.38,37.95,,38.7,31.3,7.91,38.27,33.9,16.81,17.91,68.35,21.81,22.95,32.32,40.16,148.0,16.29,12.64,8.9,58.03,48.82,16.22,55.825,13.18,3.27,2.36,50.55,43.185,18.94,10.53,18.15,23.305,23.71,8.39,caesar
720,1451.0,29.0,0.0,female,64.0,114.0,,,34.0,1.0,26-35,8.0,8.7,6.85,19.37,30.08,23.23,12.52,13.58,33.03,28.39,31.89,30.67,6.85,37.8,32.01,15.67,15.67,64.13,20.47,21.57,28.54,39.02,110.0,13.71,11.6,7.49,54.57,46.54,13.4,53.23,12.58,3.07,2.52,48.86,41.065,17.95,9.07,16.805,21.02,21.65,6.85,caesar
721,1452.0,46.0,2.0,female,61.5,128.0,,,36.0,3.0,46-55,7.0,9.25,6.97,18.66,27.95,20.98,11.69,14.96,35.31,29.69,33.19,26.06,6.61,40.28,30.87,14.72,16.3,60.2,22.28,28.11,27.24,36.89,132.0,14.08,11.44,7.1,51.42,41.5,13.72,48.74,10.93,2.875,2.285,43.935,38.425,15.59,8.135,14.59,18.86,19.065,6.97,caesar
722,1453.0,55.0,2.0,female,60.5,94.0,,,32.0,2.0,46-55,8.0,9.06,6.89,17.72,27.48,20.59,10.83,12.01,30.63,25.0,29.25,27.95,6.97,34.72,30.12,14.21,13.62,60.83,17.72,24.41,24.17,37.95,93.0,13.04,10.68,6.23,51.97,42.68,12.28,49.485,10.74,2.91,2.48,45.63,39.255,16.46,8.235,15.205,19.035,18.975,6.89,caesar
723,1454.0,56.0,2.0,female,60.0,120.0,,,34.0,4.0,56-65,,8.7,7.28,18.07,27.36,20.08,10.79,14.65,37.05,27.87,33.19,26.57,6.06,40.63,31.18,15.39,15.91,59.09,23.62,27.48,27.24,36.81,128.5,13.99,11.89,7.53,50.08,42.2,13.67,48.11,10.58,2.87,2.52,43.935,38.385,15.79,7.995,14.285,18.19,18.575,7.28,caesar
724,1455.0,43.0,1.0,male,71.0,155.0,32.0,31.0,,,36-45,9.0,10.31,8.46,21.06,32.8,24.33,12.6,15.63,37.4,,38.86,31.81,7.8,36.93,36.06,17.8,18.11,70.39,21.65,23.58,30.71,40.63,153.5,16.42,12.81,8.59,60.55,50.94,15.23,57.635,12.41,3.385,2.68,52.52,45.985,19.845,9.955,16.99,21.855,22.365,8.47,caesar
725,1456.0,49.0,3.0,female,63.0,165.0,,,38.0,3.0,46-55,8.5,9.41,7.95,20.67,31.06,23.11,12.72,16.38,41.77,33.94,38.31,28.58,7.17,43.03,31.06,16.89,18.27,63.31,25.28,27.48,36.5,38.74,163.0,15.67,14.18,7.7,55.35,45.28,14.0,52.99,12.515,3.07,2.48,47.48,41.46,17.165,8.97,15.765,20.805,21.485,7.95,caesar
726,1457.0,29.0,0.0,male,69.75,165.0,34.0,31.0,,,26-35,9.5,10.08,8.9,21.93,33.31,24.41,13.03,16.5,40.47,,40.51,30.12,7.6,39.06,33.43,18.39,19.72,68.39,23.11,26.81,33.9,39.57,178.5,16.65,13.02,9.2,59.06,49.37,16.83,56.145,12.62,3.19,2.64,51.145,44.805,18.98,9.82,17.47,21.98,22.44,8.9,caesar
727,1458.0,44.0,3.0,female,61.5,129.0,,,34.0,2.0,36-45,6.5,8.9,7.28,18.74,29.06,21.77,11.46,13.66,34.25,27.8,32.2,27.09,6.81,40.16,28.62,15.55,15.71,61.69,22.95,26.85,27.56,37.24,128.0,14.65,11.18,6.99,52.36,42.44,13.28,49.135,11.415,2.875,2.68,44.885,37.715,16.38,8.93,16.055,19.9,20.345,7.29,caesar
